,title,cluster
454,"""The FBI said (former national security adviser Michael Flynn) wasn't lying.""",54
510,"""Trump declares globalist Soros as ‘national security threat’ using Obama’s 2014 executive order.""",54
588,"The Russians ""tried to hack the Republican National Committee, and they were unable to break through.""",54
630,"""Today Russia holds many of our most precious national security satellites at risk before they ever get off the ground.""",54
645,"""We had a three-hour debate, no discussion about the national debt, very little about the economy.""",54
670,"Says that ""Susan Rice, the president's national security adviser, has already conceded that Iran will have a robust uranium enrichment capability.""",54
1058,"Russia and Ukraine will probably “try to refit, resupply, in a sense, reconstitute” in the spring, Director of National Intelligence Avril Haines said. ",54
1158,"“The United States will never recognize Russia’s claims to purportedly annexed territory,” White House national security adviser Jake Sullivan told reporters.",54
1529,"Souad Mekhennet is a correspondent on the national security desk. She is the author of ""I Was Told to Come Alone: My Journey Behind the Lines of Jihad,"" and she has reported on terrorism for the New York Times, the International Herald Tribune and NPR.",54
1530,Razzan Nakhlawi is a researcher on The Post's National Security desk.,54
1532,"Paul Sonne covers national security, focusing on Russia and Europe. He previously reported for the Wall Street Journal from Moscow, London and Washington.",54
1535,"Maite Fernández Simon is a senior operations editor working with the Foreign and National Security teams at The Washington Post. Before The Post, she worked as an engagement strategist at CQ Roll Call. Previously, she worked in the nonprofit world, including a two-year stint as communications director for the International Center for Journalists. ",54
1537,"Karoun Demirjian is a Pentagon correspondent for the Post. She was previously a national security reporter covering Capitol Hill, focusing on defense, foreign affairs, intelligence and policy matters concerning the Justice Department. She began working for The Post based in its Moscow bureau.",54
1539,"Joby Warrick joined The Washington Post’s National staff in 1996. He has served with the Post's investigative and national security teams, and writes about the Middle East, terrorism and weapons proliferation. He is the author of three books, including “Black Flags: The Rise of ISIS,"" which was awarded a 2016 Pulitzer Prize for nonfiction.",54
1645,The director of national intelligence told senators that the Russian president may consider nuclear weapons in Ukraine but that she saw no imminent threat.,54
