,title,cluster
14,“Ukraine has a nuclear bomb primed in Mykolaiv.”,68
1104,"Western powers have warned that Russia will use the claim that Ukraine is planning to use a ""dirty bomb"" on its own soil as a pretext for escalating the war.",68
1109,"Russia, without evidence, told Western officials that Ukraine was preparing to use a “dirty bomb” on its own territory — a claim Kyiv has rejected.",68
1110,"Britain, France and the United States said Russia's unfounded claims that Ukraine plans to use a ""dirty bomb"" on its own territory are not true.",68
1112,"The U.K. Defense Ministry ""refuted these claims"" from Russian Defense Minister Sergei Shoigu, who said without evidence that Ukraine plans to use a dirty bomb.",68
3128,Ukrainians are not creating a dirty bomb - Reuters with reference to a US military official,68
3146,"The US sees no indication that Russia or Ukraine are planning a ""dirty bomb"" incident - Pentagon",68
3194,"The IAEA could not detect signs of preparation of a ""dirty bomb"" in Ukraine - Grossi",68
3261,"No traces of the manufacture of a ""dirty bomb"" were found in Ukraine, according to the IAEA resolution.",68
3489,"We know about Ukraine's plans to use a ""dirty bomb"" — Putin",68
6450,Latest news report of the ‘Republic Bharat’ channel informing the possibility of a ‘Dirty Bomb’ attack in the ongoing Russia-Ukraine war,68
6759,"2 Ukrainian firms ordered to make dirty bomb, work near completion",68
7316,Can The U.K. Label Any Foreign Investment as ‘Dirty Money?’,68
7571,Depleted uranium rounds are 'dirty' nuclear bombs,68
8067,IAEA travels to Ukraine “after warning Russia about a dirty bomb”,68
8382,"Kiev regime prepares ""dirty bomb"" provocation in Ukraine",68
8469,Kyiv passed from rejecting nuclear weapons to preparing a dirty bomb,68
8491,Kyiv will detonate a “dirty bomb” to accuse Russia,68
9337,"Radioactive substances brought to Ukraine could be used to make a ""dirty bomb""",68
9392,Rounds with depleted uranium are dirty bombs,68
10320,The US can contaminate the whole Ukraine with radiation from dirty bomb to harm Russia,68
10441,The West helps Ukraine to make a dirty bomb,68
10453,"The West is helping Ukraine create a ""dirty bomb""",68
10644,The threat of Ukraine’s dirty bomb is growing,68
10858,UAF 'turned' temple in Izyum into 'dirty barracks',68
10988,"Ukraine ""allowed to make a dirty nuclear bomb"" and use it on Russian territory",68
11160,Ukraine is going to use a dirty bomb to accuse Russia of using tactical nuclear weapons,68
11237,"Ukraine plans a provocation using a ""dirty bomb"" to portray Russia as a nuclear terrorist",68
11342,Ukraine “makes a dirty bomb” using California-252,68
11362,"Ukraine, led by the West, prepares a dirty bomb attack",68
11445,"Ukrainian authorities intend to create a ""dirty"" bomb",68
11554,Ukrainian terrorists almost finished a dirty bomb,68
11821,"Western curators are involved in the creation of a ""dirty bomb"" by Kyiv",68
11913,"Work on the creation of a ""dirty bomb"" is coming to an end in Ukraine",68
11949,Zelensky regime is building a dirty bomb,68
