,title,cluster
54,"The Russian airstrike on a maternity hospital in Mariupol, Ukraine, had “the makings of yet another false flag operation” led by the U.S.",98
265,Images show the Ukrainian flag being replaced by the Soviet Union flag in Mariupol in 2022.,98
280,“The Russian army captured the U.S Major General Roger L. Cloutier Jr. … in the besieged Ukrainian Azov camp in Mariupol.”,98
885,"An adviser to Ukraine's president accused Russia of a surge in airstrikes on Mariupol's Azovstal Iron and Steel Works and alleged that invasion forces are preparing to storm the site, where remaining defenders and many civilians are holed up.",98
886,"A Mariupol resident has created a website to track the missing and dead, providing a window into the grim toll of Russia's war in Ukraine.",98
1294,Mariupol Mayor Vadym Boychenko said on national television that there is evidence of a potential cholera outbreak that could kill thousands as a result of the port city’s water supply being poisoned by blood from dead bodies that have yet to be collected.,98
1334,"Even as Russia secured a victory in Mariupol, it suffered another setback on the global stage, as Sweden ended 200 years of military nonalignment to join Finland in applying for NATO membership.",98
1342,"From Ukraine’s northeastern city of Kharkiv to its port of Mariupol in the south, Monday will be a day of dread.",98
1343,"About 1,000 fighters are still holed up at Mariupol's Azovstal steel plant. Biden signed a bill expediting military aid.",98
1344,"Russia's president spoke from Moscow's Red Square. Fighting continues in Mariupol, Odessa and Kherson. ",98
1347,"The Russian holiday might come with increased missile strikes, local leaders warned. Meantime, the ‘next stage’ of the Mariupol is evacuation underway and Hungary is resisting the E.U.'s oil ban.",98
1348,Russia ramps up attacks on Ukraine's infrastructure as Mariupol officials lose contact with remaining troops at the Azovstal steel plant. ,98
1349,Ukrainian officials say debris is being cleared as Russians plan to turn Mariupol into the center of “celebrations” for Victory Day on May 9.,98
1373,"Ukraine's Zelensky said Russia ""so far” rebuffed attempts to evacuate civilians from Mariupol's Azovstal steel plant.",98
1374,Aiden Aslin had been fighting alongside Ukrainian forces defending the port city of Mariupol.,98
1377,"Luhansk's regional governor said Kreminna is “under the control” of Russian forces. The Azovstal steel plant in Mariupol came under attack, officials said.",98
1381,"Russian officials warned Sunday that resistance in the port city of Mariupol will be “eliminated,” hours after their dawn deadline for Ukraine to surrender passed without any sign of Kyiv capitulating.",98
1398,There were small shiny black boots. Cozy slippers. The 210 pairs represented the reported number of children who died in Russia's war for Mariupol.,98
1417,The International Committee of the Red Cross said it would attempt to reach Mariupol again after conditions Friday “made it impossible to proceed” with a major humanitarian mission. ,98
1441,"Secretary of State Antony Blinken pointed to the suffering of civilians in Mariupol, a key port city that Russian forces cut off early in their invasion and then bombarded.",98
1443,"Mariupol continues to see some of the worst bombardment in Ukraine, as the Russian invasion approaches the one-month mark.",98
1449,Fierce fighting for control of Mariupol was impeding search and rescue efforts for civilians said to be trapped in a theater.,98
1456,"The latest artistic casualty of war is the Drama Theater of Mariupol, mostly destroyed by an airstrike.",98
1461,The two high-profile attacks on civilian areas unfolded one day after a Russian airstrike demolished a theater in the port city of Mariupol while hundreds sheltered inside.,98
1463,"Ukrainian officials on Wednesday said they were struggling to assess the toll of an airstrike on a theater in the besieged port city of Mariupol, a cultural site where hundreds of residents have recently sought shelter.",98
1486,"“Atrocity!” Urkrainian President Volodmyr Zelensky tweeted, referring to a hospital in the besieged southern city of Mariupol.",98
1567,"The fate of Ukrainian fighters who emerged from the Azovstal steel plant in Mariupol remains uncertain. In Kyiv, a Russian soldier pleaded guilty to killing a civilian in Ukraine's first war crimes trial.",98
1679,"Mariupol city council said that based on eyewitness accounts, it appeared about 300 people had died in the attack. It did not provide details on how it had arrived at the figure.",98
1682,"From a young girl singing ""Let It Go"" in a shelter to the horrors of life in besieged Mariupol, here are some striking videos that have emerged from the conflict.",98
2334,"The President of Ukraine, Volodymyr Zelenskyy, announced that six cities will be awarded the title of Hero City. These are Kharkiv, Chernihiv, Mariupol, Kherson, Gostomel, Volnovakha.",98
2636,"The UN continues to work with the Red Cross, Russia and Ukraine on the evacuation from Mariupol — Office of the Secretary General",98
3329,"Sentenced to death in the DPR, British mercenary Sean Pinner, who was previously captured in Mariupol, but sent to his homeland as part of an exchange, returned to Ukraine — The Sun",98
3973,"Ukraine says all women, children now evacuated from Mariupol steel mill, article with video",98
3980,"Civilians from Mariupol flee Azovstal bunkers in U.N.-led evacuation, article with video",98
3993,"Russia renews Mariupol attack, missiles hit Odesa, Ukraine says, article with video",98
3998,"Ukrainians deported to Russia from besieged Mariupol dream of home, article with image",98
4000,"Russia says its forces clear most of Mariupol, strike Kyiv suburb, article with video",98
4071,"Fighting traps residents in Mariupol; Putin calls on Ukraine to surrender, article with video",98
4697,"Russia Keeps Up Attack, Again Halting Evacuation of Ukrainian Port City. An encircled Mariupol faced intense shelling, while Russian forces kept up their slow advance on Ukraine’s capital, Kyiv.",98
4953,"Time is running out for civilians in Mariupol, Red Cross warns.. Russian forces encircled the city nearly two weeks ago, and as the death toll rises, eyewitnesses have reported there is little food or clean water, and no medicine.",98
5027,"Officials in Mariupol struggle to account for the dead.. The coastal city, a battleground for weeks, is under an increasingly relentless Russian assault that is taking an unspeakable toll.",98
5089,"A City Under Siege. We give you a rare dispatch from Mariupol, Ukraine.",98
5169,"Deadly Strike on Ukraine Barracks Punctuates Russian Military Gains. Ukraine said it had temporarily lost contact with officials in the strategic port city of Mariupol, and a Russian rocket attack on a military site in Mykolaiv left dozens dead.",98
5182,Russia Broadens Mariupol Assault as Signs of Stalemate Take Shape. The battle for Mariupol has become a grim symbol of Russia’s superior firepower and its frustration in failing to subjugate Ukraine after more than three weeks of war.,98
5204,‘Hell’ in Mariupol. The city has seen some of the war’s worst horrors.,98
5207,"Russians Pound Ukrainian Cities, as Biden Rallies Anti-Kremlin Alliance. A powerful explosion ruined a shopping mall in Kyiv and claimed several lives, while Ukraine refused a Russian demand to surrender the devastated city of Mariupol.",98
5326,"About 300 people died in the Mariupol theater attack, local officials say.. Russian advances in the southern Ukraine port city have hindered efforts to find survivors in the rubble since the building was largely destroyed in the attack.",98
5358,Tanya’s Sister Was Trapped in Mariupol. This Is Their Story.. The generational struggle at the heart of the war in Ukraine.,98
5434,"Ukraine Hits Russian Positions Deep Behind Enemy Lines. Nearly a dozen explosions rang out in the Russian-held Ukrainian port city of Mariupol, site of one of the best-known battles of the war.",98
6076,"In a bomb shelter-turned-TV set, Ukraine selects its Eurovision contestant.. The electronic music duo Tvorchi won with the song “Heart of Steel,” which the singers said was inspired by the courage of Ukrainian soldiers defending Mariupol.",98
6572,Fact Check: Does Video Show Russia Use White Phosphorus in Mariupol Azovstal Attack?,98
6574,"Russia-Ukraine situation: The Russian army captured two of the commanders of the ""Azov Battalion"" in Mariupol, Ukraine",98
6709,"""Azov"" admitted in a secret document that the majority of Mariupol residents support Russia",98
6724,"""Ominous containers for biomaterials"" found in the dungeons of Mariupol",98
6894,Accusations about Bucha are as false as claims that Russia bombed a maternity hospital in Mariupol,98
6956,Almost all refugees from Mariupol wished to go to Russia,98
7090,Azov fires mortars and hijacks foreign ships in Mariupol,98
7352,Children in Mariupol forced to dig trenches,98
7356,Children's medical records found in Mariupol susggest an organ trafficking ring,98
7545,Dead pregnant woman in Mariupol is actually alive,98
7670,"Drama theater in Mariupol “blowed up from the inside by the Ukrainian military”, and “only 14 died there...",98
8135,"In Mariupol, the Red Cross collected data on the “healthy organs” of children",98
8604,Majority of Mariupol Residents Support Russia – Azov’s Secret Document Confirms,98
8621,Mariupol is an ancient Russian city,98
8778,NATO biolab found in Mariupol,98
8891,No Verifiable Evidence of False Flag Attack on Mariupol Theater,98
8946,OSCE provided Azov with communications and intelligence in Mariupol,98
8979,Only Ukrainian repertoire was staged in the Mariupol Drama Theater before the Russian invasion,98
9370,Residents of Mariupol offered safe evacuation to the Russian Federation,98
9610,Russia rescued Turkish citizens from “Ukrainian captivity” in Mariupol,98
9811,Russian media groundlessly accused Azov of blowing up a theater in Mariupol,98
9838,Russian troops found in Mariupol the passport of a US citizen who fought for Ukraine and...,98
9839,"Russian troops landed in Odessa, Mariupol and Kharkov",98
9864,"Russia’s Falsehoods About Mariupol Siege, Forced Migration",98
9889,Russia’s Whitewash of the Death and Devastation in Mariupol,98
10263,The Russian military took Mariupol in less than an hour - the Ukrainian army turned out to be absolutely...,98
10381,The Ukrainian army is responsible for the shelling of the children's hospital in Mariupol,98
10434,The West fights Russia through psy-ops like Bucha and the Mariupol maternity hospital,98
10524,The bombing of the Mariupol hospital was staged,98
11404,Ukrainian Nazis used tanks to shoot at Drama Theatre in Mariupol,98
11405,Ukrainian Nazis were occupying the bombed maternity hospital in Mariupol,98
