,title,cluster
554,"""You can collude all you want with a foreign government in an election. There's no such statute"" (that makes collusion a crime).",29
581,"""Tanzania farmers face 12 years in prison for trading seeds thanks to foreign aid.""",29
591,"Activities by foreign governments had ""absolutely no effect on the outcome of this election.""",29
660,"""Most polls show foreign nations have lower regard for the U.S. now than they did before Obama’s time.""",29
762,"""Foreign aid makes up about 1 percent of our entire budget.""",29
766,"The U.S. gives foreign aid to Cuba and Venezuela, even though those countries are our enemies.",29
796,"""John McCain's top foreign policy adviser lobbied for... the Republic of Georgia, and McCain has mirrored the position advocated by the government.""",29
978,U.S. officials said providing the weapons to Poland would meet U.S. foreign policy goals by “improving the security of a NATO Ally.”,29
1077,The Swedish investigation also found “traces of explosives on several of the foreign objects that were found” at the site of the blasts. ,29
1197,An ammunition depot was on fire near Dzhankoi. Three foreign nationals could face the death penalty in eastern Ukraine. ,29
1228,Russian Foreign Minister Sergei Lavrov is in Congo. Ukraine eyes Kherson in a southern counteroffensive. ,29
1337,"Swedish Foreign Minister Ann Linde said NATO membership would ""have a conflict-preventing effect in Northern Europe.""",29
1439,"Uncertainty from the war in Ukraine, the new covid outbreak and regulatory crackdowns spooked foreign investors and slowed President Xi Jinping’s reform agenda.",29
1538,"Karina Tsui is a reporting intern on The Washington Post’s Foreign desk. Before The Post, she was a Toni Stabile fellow for investigative reporting at Columbia Journalism School. ",29
1542,David Ignatius writes a twice-a-week foreign affairs column for The Washington Post. His latest novel is “The Paladin.” ,29
1580,"Some believe strongly in Kyiv's cause, but other foreign fighters are soldiers of misfortune, ditching personal problems for the familiarity of the battlefield.  ",29
1741,"Austrian Foreign Minister Alexander Schallengerg speaks with Today’s WorldView about his nation’s geopolitical position, the war in Ukraine and its impact on European politics. ",29
1978,"S&P lowered Russia's long-term credit rating in foreign currency from ""BBB-"" to BB+ - below investment grade, and Ukraine's rating - from ""B"" to ""B-"".",29
2195,"The Minister of Foreign Affairs of Ukraine, Kuleba, announced that he had appealed to China to put pressure on Russia",29
2353,"A number of representatives of the US ""foreign policy elite"" called on the Biden administration to introduce a ""restrictive"" no-fly zone over Ukraine",29
2590,The White House on the possibility of writing off Ukraine's foreign debt: the US is open to discussing various steps that will help Kyiv,29
2635,NATO as an organization did nothing to help Ukraine in this situation - Minister of Foreign Affairs of Ukraine Dmytro Kuleba,29
2935,"Germany will continue to provide military aid to Ukraine, including by supplying weapons, the Minister of Foreign Affairs of the Republic Annalena Burbok said.",29
3442,"Swedish authorities will supply Archer self-propelled artillery installations to Ukraine, the Sky News channel reports with reference to the Swedish Minister of Foreign Affairs, Tobias Bilström.",29
3630,"Syrian foreign minister: No normal ties with Turkey without end to occupation, article with image",29
4037,"India rebukes China's foreign minister over Kashmir remarks ahead of planned visit, article with gallery",29
4329,"Libya's foreign minister sees progress on removal of foreign mercenaries, article with gallery",29
4410,"In Foreign Policy U-Turn, Germany Ups Military Spending and Arms Ukraine. Germany agrees to strengthen its military in the latest foreign policy about-face amid pressure from allies and horror at Russia’s attack on Ukraine.",29
4562,French volunteers plan to head to Ukraine to join its new foreign legion.. And Ukraine is welcoming them and other volunteers with open arms.,29
4613,Transcript: Ezra Klein Interviews Fareed Zakaria. A discussion with columnist and foreign policy advisor Fareed Zakaria. ,29
4781,New Rules for a New World. Ukraine’s brave stand should be an opportunity to rethink the way in which we look at foreign affairs for the next decade. ,29
4785,"Woman Hid Moscow Ties While Pushing ‘I Love Russia’ Propaganda, U.S. Says. Elena Branson was charged with violating federal laws requiring agents of foreign governments to disclose their official ties.",29
4800,They Predicted the Ukraine War. But Did They Still Get It Wrong?. What Putin’s invasion has revealed about realism and idealism in foreign policy.,29
4804,Will Russia’s Isolation Last?. Foreign companies and tech powers are increasingly pressured to cut ties over political crises. But then what?,29
5030,"Ukraine War Shifts the Agenda in Congress, Empowering the Center. With a crisis rocking Europe, the left is shelving demands for defense cuts and a swift end to fossil fuels, while on the right, Trump-era foreign policy and criticism of Ukraine are fading.",29
5124,"A Realist Take on How the Russia-Ukraine War Could End. In a conversation that carries a glimmer of hope, the foreign policy scholar Emma Ashford considers possible paths to de-escalation.",29
5139,Transcript: Ezra Klein Interviews Emma Ashford. A conversation with foreign policy scholar Emma Ashford. ,29
5243,"It’s Not About Putin: Two Conservatives Break Down the G.O.P. Split Over Ukraine. After Trump’s scrambling of his party’s foreign policy, how should Republicans react to an aggressive Russia?",29
5259,Why We Need Wartime Dissent. The reasons to doubt the wisdom of our foreign policy establishment have not suddenly evaporated.,29
5588,"For a President Who Spends His Days Confronting Russia and China, a Domestic Focus. Mr. Biden is proud of reshaping foreign policy to focus on superpower conflict, but knows it is jobs and energy prices that voters want to hear about.",29
5610,"Russia’s foreign minister heads to Mali, his third trip to Africa in recent months.. Mali said it and Russia will seek to strengthen security and defense ties, in a country where Russia already provides helicopters and mercenaries.",29
5893,Ron DeSantis Could Decide Republicans’ Foreign Policy. The Florida governor is viewed as a top Republican presidential contender — at a time when the party is at a crossroads on foreign policy.,29
