,title,cluster
10,“Gas prices are down back to where they were before Russia invaded Ukraine.”,22
146,“Biden invested the entire family fortune in Ukraine gas and oil. Then shuts down Keystone pipeline. Starting to get the picture.”,22
151,"Russian natural gas company ""Gazprom held Europe by the throat -- they were a monopoly, and now the U.S. is breaking into that monopoly with our exports of (liquefied natural gas).""",22
206,The price of gas is “down from over $5 when I took office.”,22
211,"Kamala Harris said, “We have to acknowledge gas is high which is the opposite of low.”",22
222,"""Democrats' radical green energy policies caused record gas prices. """,22
231,"The cancellation of the Keystone XL pipeline by Joe Biden “killed hundreds of jobs, sent gas prices way up.”",22
234,“Biden admits $5 gas is being done on purpose” and “this has been his plan all along.”,22
249,A BP oil executive named Brice Cromwell blamed the Biden administration for high gas prices.,22
250,Biden gave Americans “the cheapest gas prices on Earth.”,22
270,"“While the initial increase in oil prices resulted in a near instantaneous increase in gas prices for consumers, the subsequent decrease in crude oil prices has failed to meaningfully provide relief for Georgia's families at the pump.”",22
282,"Says Gov. Tony Evers ""tried to make us pay even more at the pump by hiking the gas tax.""",22
286,"“Gas prices have been going up since the president’s first day in office, starting with his move to shut down the Keystone XL pipeline.”",22
289,Gas prices are high “due to the Democrats’ war on fossil fuels.”,22
296,"“In April 1997, there was a ‘gas out’ conducted nationwide in protest of gas prices. Gasoline prices dropped 30 cents a gallon overnight.”",22
301,“Make no mistake: The current spike in gas prices is largely the fault of Vladimir Putin.”,22
313,"""Gas is high because they shut down production in the U.S.” under the Biden administration.",22
358,"Low gas prices in Russia, Kuwait and Saudi Arabia show that Joe Biden’s decision to cancel the Keystone Pipeline project is to blame for U.S. prices.",22
361,"“We became a net exporter of natural gas in 2017, and until recently, our exports have exceeded our imports.”",22
371,“Gas prices highest in a decade. Worst jobs report in 2 decades. Highest inflation in 3 decades. Highest increase in illegal immigration in 4 decades.”,22
438,"""The U.S. now leads the world in producing both oil and natural gas, and at the same time reducing energy-related emissions.""",22
745,"At the same time gas prices have increased, ""the share of the oil market controlled by speculators has more than doubled over the past 10 years.""",22
772,"Federal Reserve policies have led to a 69 percent rise in corn prices, 44 percent rise in wheat prices and 15 percent spike in sugar prices over the last year.",22
1172,European leaders accused Russia of weaponizing energy after Gazprom said it won't reopen the Nord Stream 1 gas pipeline as planned.,22
1328,"Meantime, Russia plans to cut off Finland from natural gas and the war crimes trial of Russian solider Vadim Shishimarin will resume next week in Ukraine.",22
1365,"The Kremlin’s move to cut off natural gas shipments to Bulgaria and Poland was a blow to the E.U. Ukraine calls reports of explosions in Russia ""karma.""",22
1487,The Biden administration said it will ban imports of oil and natural gas from Russia and acknowledged Americans would see gas prices increase.,22
2020,Azerbaijani SOCAR gas stations in Ukraine will provide fuel for ambulances and rescuers for free.,22
2846,Ukrainian President Zelenskyy said Russia was deliberately using higher gas prices to terrorize Europe and said additional sanctions were needed.,22
3413,"Gas quotations on the TTF today fell to $800 per thousand cubic meters - before the start of the [military operation] in Ukraine, Europe managed to replace most of the Russian LNG pipeline gas.",22
3536,Putin was the one who was interested in the transit of gas through Ukraine and blew up Nord Stream,22
4517,"Stocks rise as Powell signals steadiness, and oil prices continue to march higher.. The rise in energy prices appeared to be tied to concerns about production limits and potential disruptions to Russian supplies.",22
4692,"Gas Prices in U.S. Climb Above $4 a Gallon. The national average price on Sunday was $4.009 a gallon, approaching a record set in 2008.",22
4729,"U.S. Weighs Russian Oil Ban as Gas Prices Surge and Ukraine War Grows. Global stocks dipped on Monday as U.S. officials discussed an oil cutoff, and gas prices hit a national average above $4, up more than 10 percent in a week.",22
4741,"Rising Gas Prices Have Drivers Asking, ‘Is This for Real?’. The average price of a gallon of gasoline is up more than 10 percent in the last week, leading some consumers to rethink their routines and spending.",22
4757,"Ban on Russian Oil Could Hit the U.S. Economy as Gas Prices Rise. The White House is stopping Russian energy imports as the country wages war on Ukraine, which could push American gas prices even higher.",22
4766,"Biden Bans U.S. Imports of Russian Oil and Natural Gas. The president announced the ban in response to Russia’s invasion of Ukraine, and warned that the action could result in higher prices for Americans at the gas pump.",22
4798,"Why California Gas Prices Are Especially High. At more than $5 per gallon, gasoline is more expensive here than anywhere else in the nation.",22
4811,"Republicans Wrongly Blame Biden for Rising Gas Prices. They have pointed to the Biden administration’s policies on the Keystone XL pipeline and certain oil and gas leases, which have had little impact on prices.",22
4828,Russia’s War Is Raising Gas Prices and Roiling Financial Markets. The price of gasoline is climbing and the markets are adjusting to gloomier prospects as the war in Ukraine grinds on.,22
4830,Surging U.S. Inflation Raises Stakes as War Pushes Up Prices. Consumer Price Index inflation has been boosted by gas prices but also by increases across a wide variety of products and services.,22
4861,"Biden Urges Americans to Blame Rising Prices on Putin. Many Do, for Now.. News that inflation has hit a 40-year high is another blunt reminder of just how much the president is asking voters to sacrifice in an election year.",22
