,title,cluster
801,"Italian former Premier Silvio Berlusconi has once again put himself at odds with current Premier Giorgia Meloni by openly criticizing her for meeting with Ukraine’s leader, whom he blamed for the nearly year-old Russian invasion",78
802,"Former Premier Silvio Berlusconi has once again put himself at odds with Premier Giorgia Meloni by openly criticizing her for meeting with Ukraine’s leader, whom he blamed for the year-old Russian invasion",78
969,Neutral Austria has come under heavy criticism for granting visas that will allow sanctioned Russian lawmakers to attend a Vienna meeting of the Organization for Security and Cooperation in Europe,78
1264,"The U.N. Security Council will discuss the deadly attack on a mall in Kremenchuk, Ukraine, during a meeting Tuesday.",78
1392,The Russian leader made the remarks after a meeting with Belarusian President Alexander Lukashenko in Russia’s far-eastern Amur region.,78
1625,The alliance must adapt to a radically changed security environment.,78
1763,"The aid lifeline for millions of people in northern Syria is up for debate in the Security Council, during worsening tensions over war in Ukraine. ",78
1796,"An emergency meeting of the UN Security Council regarding Ukraine is scheduled for 5:30 in Moscow, the Russian embassy reported.",78
1854,Comments in the community are disabled until the situation between Russia and Ukraine is resolved,78
1959,PACE will hold an emergency meeting on the situation in Ukraine on March 14-15,78
1960,The World Boxing Council will not recognize or approve fights in Russia due to the situation in Ukraine,78
2004,Erdogan announced that he invited Putin to Turkey to discuss the situation around Ukraine,78
2007,"The Verkhovna Rada called on the West today to ""close the sky over Ukraine"", to exclude Russia from the UN Security Council, to strengthen sanctions against ""all Russians""",78
2008,"Erdogan invited Putin to visit Turkey to discuss the diplomatic settlement of the situation in Ukraine, TGRT TV channel reports.",78
2026,The United States demanded an urgent meeting of the UN Security Council on Ukraine on Sunday — France-Presse,78
2050,Egypt called on the League of Arab States to hold an urgent meeting to discuss the situation in Ukraine,78
2052,"Switzerland is working on organizing a Russia-Ukraine meeting in Geneva, local television reports.",78
2073,"The USA, Norway and other countries have invited an urgent meeting of the UN Security Council regarding the situation in Ukraine for tomorrow.",78
2091,The UN Security Council has invited an extraordinary special session of the UN General Assembly regarding Ukraine,78
