,title,cluster
13,"President Joe Biden and Democrats ""send a fortune to Ukraine but nothing for our children.""",84
68,"Two years ago we were “drilling our own oil for $27 a barrel.” Now, thanks to Joe Biden, we’re “paying $105 a barrel to Russia.”",84
73,Joe Biden's sanctions on Russia “are riddled with loopholes and don't even start for 30 days. They have carve outs for the energy and financial sectors.”,84
86,"Says Joe Biden risks war with Russia because Vladimir Putin doesn’t “believe in transgender rights.""",84
87,"Says Joe Biden is “withholding $150 million in aid from Ukraine” to “pressure Ukraine to drop all criminal investigations into him and his son, Hunter.”",84
88,Says Joe Biden is formally listed as criminal suspect in Ukraine case involving his son.,84
97,"When Joe Biden’s son Hunter was serving as ""a director to Ukraine’s largest private gas producer,"" the elder Biden ""threatened to withhold $1 BILLION in U.S. aid to Ukraine if they didn’t fire a prosecutor looking into"" the gas company.",84
159,“Biden threatens to assassinate Ukraine president.”,84
198,“Joe Biden left Marines behind in Afghanistan. And now he left a Marine behind in Russia.”,84
226,Joe Biden threatened to assassinate Ukraine’s former president.,84
229,The government is arming up the IRS because “Joe Biden is raising taxes and disarming Americans.”,84
238,“Biden impeachment in progress.”,84
246,When Joe Biden “walked into this administration … 20 million people were on unemployment insurance benefits.”,84
262,Joe Biden “inherited inflation of 1.7%. Now we're well over 8% and growing.”,84
263,"The Biden administration has been ""recklessly releasing potentially dangerous Afghans into our communities.""",84
272,"Joe Biden's spending “has sent prices skyrocketing.""",84
275,Joe Biden’s comments prove that food shortages are being “done deliberately by the governments of the world.”,84
284,A video shows crowds shouting profanity at Joe Biden.,84
291,A photo of President Joe Biden leaving for Europe that the White House tweeted wasn’t actually taken on March 23.,84
309,"Joe Biden's cancellation of the Keystone pipeline ""dramatically increased Americans' dependence on Russian oil.""",84
317,Ukraine issued a press release about Joe Biden,84
327,"President Joe Biden said, “The idea that we’re going to send in tanks to Ukraine, that’s called World War III.”",84
328,“Joe Biden’s war on American energy caused this crisis and his only response has been to drain our strategic petroleum reserve to its lowest level since 1983.”,84
330,"""Biden drained America's Strategic Petroleum Reserves to the lowest level since 1984.""",84
335,Antony Blinken “confesses that Biden” is responsible for the Nord Stream pipeline leaks.,84
337,President Joe Biden admitted having an inappropriate relationship with a minor.,84
345,The FBI lost Hunter Biden’s laptop.,84
373,"A video shows Kim Jong Un calling Joe Biden a ""thug,"" a ""coward,"" and ""mentally unstable"" in a speech.",84
375,Says Joe Biden executive orders caused price increases of 50 cents in gas and 10% in food.,84
431,"""Fact: Joe Biden pressured Ukraine to fire its prosecutor .... Fact: the prosecutor said he was forced out for leading a corruption probe into Hunter Biden's company. Fact: Democrats want to impeach President Trump for discussing this investigation with Ukraine's President.""",84
805,President Joe Biden will travel to Poland later this month to rally allies a year after Russia’s assault on Ukraine began,84
874,The Biden administration aims to show that its heavy involvement in the Ukraine war is not a distraction from its priorities to the East. ,84
956,"In his response, Biden’s tone was that of a leader who understands that Ukraine’s war is necessary, just — and likely to go on.",84
1307,"The advanced rocket systems will mean that Ukraine “can fight on the battlefield and be in the strongest possible position at the negotiating table,” Biden said.",84
1495,"President Biden called Russia's actions in Ukraine a ""genocide"" as accusations mount that Russian forces have committed war crimes in the invasion.",84
1512,Biden must turn his vision of an alliance of democracies against autocracy into a reality.,84
1523,"At a moment of global chaos, Biden seeks to telegraph leadership on the Russia conflict and action on the economy",84
1555,"Biden finds unity in pro-Ukraine, pro-democracy stance.",84
