,title,cluster
357,"""COVID-19 vaccines do not stop transmission of COVID, but instead increase it.”",59
6745,12 Naturopaths Who Wanted to Prove Vaccines Cause Cancer Have Been Murdered,59
6773,25 Reasons to Say No to Vaccines,59
6853,A new side effect of Pfizer and Moderna vaccines has been discovered - it affects the young,59
6939,All COVID-19 vaccines cause thrombosis and are dangerous to health,59
7059,AstraZeneca and Sputnik Light are the same vaccines,59
7167,Bill Gates admitted the ineffectiveness of vaccines against COVID-19,59
7169,Bill Gates calls for immediate removal of all COVID-19 vaccines from the market,59
7173,Bill Gates personally admitted that vaccines change human DNA,59
7179,Biochemist Yang finds parasites in COVID-19 vaccines,59
7211,Breastfed babies don't need vaccines,59
7258,CDC changed its position on the connection between vaccines and autism under pressure from anti-vaccinators,59
7260,CDC data shows that 70% of vaccine deaths in the US are due to vaccines...,59
7271,COVID-19 Vaccines Contain Deadly Ingredients,59
7272,COVID-19 Vaccines Contain Heavy Metals That Work Like Chips,59
7273,COVID-19 Vaccines Contain SM-102 Toxic Substance,59
7274,COVID-19 Vaccines Harm the Immune System – Study,59
7285,COVID-19 mRNA vaccines cause irreparable harm to children's health,59
7286,COVID-19 mRNA vaccines cause mutations in newborns,59
7369,China Distorts US Hurdles in Donating Expiring COVID-19 Vaccines,59
7734,Electromagnetism Study of COVID-19 Vaccines,59
7917,French Center for Drug Evaluation says all batches of COVID-19 vaccines must be...,59
8028,Hopkins Data Proves Vaccines Made the COVID-19 Pandemic Worse,59
8050,Hundreds of children are being killed to create vaccines and the HEK-293 cell line,59
8155,"In Serbia, thousands of people protested against a “made-up” pandemic and vaccines",59
8256,Iran Fabricates Claim that U.S. Blocked Vaccines from India,59
8340,Japan bans blood donation for COVID-19 vaccines,59
8599,Magneto protein in COVID-19 vaccines can control human behavior,59
8671,Misleading Claims About the Omicron Variant and Vaccines,59
8683,Moderna and Johnson & Johnson hide the composition of COVID-19 vaccines,59
8899,"No, COVID-19 Vaccines Don’t Make You Infertile",59
8971,One of the adverse reactions to COVID-19 vaccines is total blindness,59
8991,"Ortega Promises Vaccines for All in Nicaragua, But Doesn’t Say How",59
9044,Pfizer and Bayer provided vaccines and drugs for experiments in Nazi concentration camps,59
9045,Pfizer refused to sell vaccines to countries where there is responsibility for the side effects of drugs,59
9148,"Polysorbate 80 in vaccines suppresses the immune system, causes encephalitis and infertility",59
9307,RNA vaccines cause prion diseases,59
9308,RNA vaccines were banned for ethical reasons,59
9930,Scientists in Sweden prove that COVID-19 vaccines deplete the immune system,59
9954,Side effects of COVID-19 vaccines are ten times higher than those of vaccines against...,59
9994,Spike protein “found in vaccines” is toxic and can accumulate in human tissues,59
10044,Switzerland sells homeopathy to remove COVID-19 vaccines from the body,59
10562,The effectiveness of COVID-19 vaccines is about 1%,59
10802,"Toxic aluminum in vaccines accumulates in muscles and enters the brain, causing various...",59
10934,US has been fraudulent with vaccines for over 30 years,59
11687,Vaccines Are Not More Deadly Than COVID-19 in Taiwan,59
11688,Vaccines Linked to Multiple Brain Disorders in Children,59
11689,"Vaccines against COVID-19 contain microparticles in the form of a ""nanooctopus""",59
11690,Vaccines against COVID-19 contribute to the spread and reproduction of the virus,59
11691,Vaccines against COVID-19 increased child mortality by 52 times,59
11692,Vaccines are made from human embryos,59
11693,"Vaccines are weapons of mass destruction, they “turn off the immune system” of a person",59
11694,Vaccines can transmit virus through skin and cause miscarriages - Pfizer,59
11703,Venezuela’s VP Says Rich Countries Are Not Giving Vaccines for Free. They Are.,59
11732,WHO Chief Says Vaccines Can't Stop Coronavirus Pandemic,59
11736,WHO chief says COVID-19 vaccines are 'used to kill children',59
11739,WHO introduced untested vaccines for 32 years,59
11741,"WHO makes money on vaccines, so it insists on immunization",59
11742,WHO recognized the ineffectiveness of vaccines against COVID-19,59
11903,"With the help of bill No. 4613, Ukrainians will be injected with COVID-19 vaccines that have not passed...",59
12025,“Chinese Patent” Confirms Graphene Oxide in COVID-19 Vaccines – Former Employee...,59
12029,“Gates vaccines” paralyzed children in India,59
