,title,cluster
1120,"Two people opened fire at a military training ground in the Belgorod region of Russia, killing 11 and injuring 15, state media reported.",13
1179,"Ukrainian officials say shelling hit Enerhodar, where the facility is located, days ahead of an expected IAEA visit. ",13
1399,"Russia’s invasion of Ukraine, after a shift away from efforts to take Kyiv, is proceeding primarily on two fronts, Ukrainian officials said Sunday.",13
1454,"The theater was being used as a civilian shelter when it was struck. In western Ukraine, a Russian missile strike near the airport in Lviv raised concerns about how long the region can remain a relatively safe refuge.",13
1474,"At least 35 people were killed and 134 injured early Sunday when a barrage of Russian missiles slammed into a military facility in western Ukraine about 15 miles from the border with Poland, a NATO member.",13
1564,"A cross-border shelling from battle-worn eastern Ukraine struck Russian territory Sunday, reportedly killing one Russian citizen and injuring two others.",13
1663,"Seven people were killed and as many as 11 injured, including a child, in Russian airstrikes on Lviv, Ukrainian officials said Monday. ",13
1769,Ukraine’s prosecutor general said 21-year-old Vadim Shishimarin would stand trial in the killing of an unarmed resident in the Sumy region.,13
2027,"Ukrainian Railways cut off power at the Central Station in Kyiv due to the proximity of shelling. Passengers and staff were evacuated to a bunker, Interfax-Ukraine reported.",13
3065,"As a result of shelling of Ukrainian cities on Monday, 10 people died, about 60 were injured during today's Russian shelling — National Police of Ukraine",13
3186,"Serbian President Oleksandr Vucic compared the possible battle for Kherson to the Battle of Stalingrad. In his opinion, it will be decisive in the conflict between Russia and Ukraine.",13
4962,"Russian Airstrike at NATO’s Doorstep Raises Fears of Expanded War. Russian missiles hit a military base being used to train foreign volunteers who want to help Ukraine repel the invasion, killing a reported 35 people just 11 miles from the Polish border.",13
5001,"Attack Hits Kyiv Neighborhood. An explosion rocked a residential neighborhood in Kyiv, killing one and injuring six. It was the second attack on a civilian area in the Ukrainian capital on Monday.",13
5254,"Putin’s climate envoy steps down from his Kremlin post, reportedly over the Ukraine war.. The envoy, Anatoly Chubais, was reported to have become the senior-most Russian government official to quit over the invasion.",13
5357,"At the Edge of Kyiv, Ukrainians Show Off Their Counteroffensive. Destroyed tanks and body parts are all that are left of a Russian advance, part of the larger battle to block the invaders’ attempt to enter or encircle the capital.",13
5607,"Powerful Quake Strikes Turkey and Syria, Killing More Than 4,300. Desperate survivors dug through rubble with shovels and their bare hands, hoping to find loved ones.",13
5609,"Outnumbered and Worn Out, Ukrainians in East Brace for Russian Assault. The war is intensifying in a string of villages on the eastern front, where doctors struggle to handle an influx of gruesome injuries and soldiers fret about a Russian army sending waves of new conscripts.",13
5704,"Strife Returns for Djokovic. He Is Back in the Australian Open Final Anyway.. Djokovic will play for his 22nd Grand Slam title on Sunday against Stefanos Tsitsipas. Will his father, Srdjan, be in his usual seat in the stands to cheer him on?",13
5896,"The House Is in Ruins, but the Holiday Feast Goes On. Orthodox Christmas came under harsh circumstances in Ukraine this year. For families like the Kovtuns, living next to the remains of their shell-struck home, celebration was an act of defiance.",13
5987,"A Russian tycoon and his travel companion are found dead in India.. The body of the millionaire Pavel Antov, who had reportedly criticized the Russian shelling of civilians in Kyiv, was found outside his hotel.",13
6020,"Russian shelling hits Ukraine’s south and east as Zelensky returns to Kyiv.. At least five civilians were killed and 18 injured in Russian attacks on Thursday and into Friday morning, an official said.",13
6244,"Has Bob Iger Brokered a Truce With Florida?. Florida lawmakers are reportedly working to resolve their political fight with Disney, just days after Mr. Iger returned as the entertainment giant’s chief executive.",13
7591,Deutsche Welle “substantiated the legality of Ukrainian shelling” of Zaporozhye NPP,13
7766,Europe tells the OSCE observers when to ignore shelling in Donbas,13
7944,George Floyd's brother arrested for killing mother of six,13
8282,Is Africa’s Richest Woman a Russian Citizen?,13
8639,Medical mask can be worn in different directions,13
8943,OSCE observers were under shelling by Ukrainian gunmen at Kominternovo...,13
8944,OSCE observers were under shelling by Ukrainian gunmen at Kominternovo...,13
9017,"Passenger plane crashes in Ukraine, killing 289 people",13
9660,Russian Citizen Fact Check: ‘Everything…is a Lie’,13
9849,Russian-Belarusian defensive exercises are response to US war preparation in Eastern Europe,13
11890,Wild boars cross the road in Kyiv,13
