,title,cluster
179,Ukraine is the “money laundering and child sex trafficking capital of the world!”,45
194,"In Russia ""all people are absolutely equal regardless of their religion, sex, ethnicity, or sexual orientation,"" while ""70 countries of the world have criminal liability for homosexuality.""",45
223,"“The pope, Xi and Putin all meet to plan world events!”",45
343,"The sale of more than 600,000 Wisconsin deer licenses shows that Wisconsin’s hunters are the “eighth largest army in the world.”",45
434,"""80% of the world’s population lives in countries where religious liberty is in significant danger or even completely outlawed.""",45
650,"""Saudi Arabia has the third-largest military budget in the entire world.""",45
686,"""In 1990, the U.S. led the world in the percentage of 25-34 year olds with college degrees. Today we are in 12th place.""",45
731,"Says a recent study shows Florida students are second in the world in fourth grade reading, behind Singapore.",45
732,"""[W]e see America's prison population exploding, with America having a greater percentage of its people behind bars than any other nation in the world!""",45
733,"""Even if you took literally every single ounce of platinum in the world, it still wouldn’t add up to enough needed to pay down our nation’s debt.""",45
759,"""Anywhere in the world, when someone uses a mobile phone, e-mail, the Internet or GPS, they are enjoying the benefits of the American miracle.""",45
776,"""We're the only system of federalism in the world.""",45
820,Ukrainian delegates hope their presence at COP27 will keep the war fresh in people's minds and spark broader discussions about the world's reliance on fossil fuels.,45
870,"For Davos regulars, more accustomed to talking about global interconnectedness than geopolitical ruptures, it’s a strange new world. ",45
927,We must act now to shape the post-Ukraine war world.,45
949,"Speaking at the World Economic Forum in Davos, Switzerland, Kissinger urged the West to not seek an embarrassing defeat for Russia in Ukraine, warning it could worsen Europe’s long-term stability.",45
1139,"""You want to shout to the whole world,"" one prisoner's sister says as families press for the medics' release. Their capture and treatment could constitute a war crime. ",45
1185,"Aug. 24 marked six months since Russia invaded its next-door neighbor, throwing the entire world into turmoil.",45
1250,"Having also reported on the war in Ukraine, I am struck by the contrast in how the world has reacted to these two immense tragedies.",45
1295,Putin’s Russia is the world’s great spoiler. ,45
1299,There are hundreds of prisoners of conscience in Putin’s Russia. They need the world's attention.,45
1324,"Volodymyr Zelensky, speaking the World Economic Forum in Davos, accused Russia of “becoming a state of war criminals.” ",45
1458,"On their TV sets, Russians are seeing a far different set of events in Ukraine than the rest of the world is witnessing.",45
1483,"The Bumble company, which also owns dating apps Badoo and Fritz, made the decision as many companies around the world halt services in Russia.",45
1516,"The first week of COP27, the United Nations climate conference, is underway in Egypt. President Biden is attending events with other world leaders.",45
1519,"Many of the global prices for food, fuel and fertilizer that spiked when Russia invaded Ukraine have returned to their pre-war levels, defying the most dire forecasts even as policymakers warn of the continued risk of famine and financial crisis in the developing world.",45
1579,"Often at the World Economic Forum, there’s a gap between what world leaders say publicly and the business elites admit behind closed doors. On Ukraine, though, a more pervasive Western unity is on show.",45
1628,Milley said the international community has sent Ukraine more antitank weapons than there are tanks in the world. ,45
1701,"“We will fight in the forests, on the shores, in the streets,” the Ukrainian president told British lawmakers, evoking Winston Churchill during World War II.",45
1873,"Zelensky: ""If you, dear European leaders, world leaders, leaders of the free world. If you don't help us, don't help Ukraine a lot, then war will knock on your door tomorrow.""",45
2002,Volodymyr Klitschko appealed to the democratic world to immediately help stop Russia's war against Ukraine.,45
2224,The World Bank will support Ukraine in the amount of $3 billion.,45
2428,"Zelensky: I am ready for negotiations with Putin, but if they end in failure, ***** between Russia and Ukraine will lead to the third world war",45
2459,"We recognize only those borders of Ukraine that are recognized in the world as of 1991. No compromises, said Arahamia",45
2506,"The Pope said that the world is celebrating the ""Easter of war"" and that Ukraine was involved in a ""cruel and senseless"" conflict — Reuters",45
2550,"The US Congress approved the lend-lease program to help Ukraine. In the past, the program worked only during the Second World War",45
2708,The crisis surrounding Ukraine has affected 1.6 billion people in the world — UN.,45
3030,"Turkey believes that establishing the ""worst world"" in Ukraine would be better than ""continuing the war"" — Erdogan",45
3368,"Pope Francis believes that the conflict in Ukraine is a ""world war"" and will not end soon.",45
3530,"In Ukraine, you cannot go against that part of the people that considers itself a part of the Russian world, and they launched a war against them, and we all suffered.",45
4390,"Why the Chinese Internet Is Cheering Russia’s Invasion. As the world overwhelmingly condemns the assault on Ukraine, online opinion in China is mostly pro-Russia, pro-war and pro-Putin.",45
4458,What the War in Ukraine Means for the World’s Food Supply. Nations are not secure unless their food supplies are. ,45
4466,"As World Rebukes Russia, India Tries to Stay Above the Fray. A nation isolated in a hostile region increasingly dominated by China, its challenge is to engage the West while not abandoning ties with an old ally.",45
4630,The War in Ukraine Holds a Warning for the World Order. The multinational response shows that liberalism has some life left. But the challenges posed by waning U.S. power and rising authoritarianism remain formidable.,45
4633,‘I Want Peace.’ Zelensky’s Heroic Resistance Is an Example for the World.. Which world leaders are rising to the challenge?,45
4717,A Quebec restaurant that claimed to invent poutine rebrands to rebuke Putin (Poutine in French).. Protest against the war in Ukraine has a new cultural front — food and drink names — as people across the world show solidarity with Ukraine by renaming or boycotting Russian-made products.,45
4753,"Christie Brinkley, on Ukraine’s Nuclear Close Call. “This is a game of Russian roulette the world can’t afford to play!” the model and activist writes.",45
4763,How the Putin Shock Might Affect the World Economy. Will it be as bad as many people seem to think?,45
4775,"An Olympic Marathoner’s Journey From Kenya to the Front Lines in Ukraine. Mykola Nyzhnyk was training in Kenya, the world’s distance running hotbed, when he was called up to fight in the war.",45
4949,"How Readers Around the World Are Praying for Ukraine. “The worst is yet to come, Lord, if you do not stop it.”",45
5015,"The Road Ahead for the Democrats: Here Are Some Directions. As the Democrats seek a sharper message, readers have some ideas. Also: The world must act in Ukraine; encourage parents.",45
5039,This Is How World War III Begins. Why Putin is likelier to double down than he is to cut his losses. ,45
5070,"The W.H.O. puts off assessing Russia’s Sputnik vaccine because of the war in Ukraine.. An official with the World Health Organization said “the assessment, along with inspections, have been affected.”",45
5147,"Ukraine Invasion is Compounding Global Hunger, U.N. Agency Warns. The United Nations World Food Program said that the collapse of Ukraine’s food supply under the Russian invasion disrupted critical exports of grain and caused a wave of “collateral hunger.”",45
5160,"The Battle for Kyiv Looms as a Long and Bloody Conflict. Ukraine’s capital is the biggest prize of all for the Russian military. If Russia tries to take control, it could lead to one of the biggest urban conflicts since World War II.",45
5178,"Ukraine War Threatens to Cause a Global Food Crisis. A critical share of the world’s food and fertilizer is stuck in Russia and Ukraine, sending global prices soaring and foreshadowing a rise in world hunger.",45
5286,"‘A Frightening Repeat’: Ukrainian World War II Survivors Face Conflict Again. Nearly 80 years after Ukraine emerged from a devastating world war that killed more than five million of its people, Russia’s invasion has stirred memories that the country had struggled to overcome.",45
5290,Wall Street Warns About the End of Globalization. Influential investors say that there could be a permanent shift in the world order.,45
5317,"Quotation of the Day: Ukrainian Survivors of World War II See a ‘Frightening Repeat’. Quotation of the Day for Friday, March 25, 2022.",45
5343,"How the Ukraine War Will Also Hurt Russia for Years to Come. Readers discuss how Russia is “being detached from the world.”  Also: Clarence and Ginni Thomas, and a refusal to recuse.",45
5380,"In Ukraine War, Talking About Peace Is a Fight of Its Own. Russia and the West have argued for months about which side is more willing to negotiate, with the world as an audience.",45
5399,Six ways the war changed the world.. The ripple effects of Russia’s invasion have reordered lives and upended economies. Here are some of the consequences.,45
5458,Some of the Best Weapons in the World Are Now in Ukraine. They May Change the War.. What will Ukraine do with its new tanks?,45
5500,Our Age of Impunity. A new Atlas of Impunity shows a world where wrongdoing is too rarely punished.,45
5514,"‘The World’s Largest Construction Site’: The Race Is On to Rebuild Ukraine. As the country’s leaders lay postwar plans, companies from around the world are jockeying for advantage in what could be a multibillion-dollar effort, although one loaded with risk.",45
5763,Five Rules for an Aging World. Why demography may be shaping up to be a bigger risk to the world than climate change.,45
5775,The Death of Globalization? You Won’t Find It in New Orleans.. The city that was once the world’s gateway to America is betting it can win in a new and different era of global integration.,45
5795,"At Wartime Davos Forum, Calls for European Unity Are Eased by Relief. “Our energy supply for this winter is secure,” Germany’s chancellor declared as government and business leaders gathered at the World Economic Forum.",45
5812,"Ukrainian First Lady Addresses World Economic Forum. Olena Zelenska, the wife of President Volodymyr Zelensky, speaking at the World Economic Forum in Davos, Switzerland, to rally aid for Ukraine in its war against Russia.",45
5814,Davos Worries About a ‘Polycrisis’. So many global troubles have arisen that the political and business leaders at the World Economic Forum in Switzerland have adopted a buzzword to capture the moment.,45
5844,"Davos Confronts a New World Order. The Covid-19 pandemic, invasion of Ukraine, trend toward autocracy and economic inequalities challenge the World Economic Forum’s relevance.",45
5870,"Zelensky thanks the ‘free world’ in a video message at the Golden Globes.. “There will be no third world war,” the Ukrainian president said. “It is not a trilogy. Ukraine will stop the Russian aggression on our land.”",45
5960,"Russia’s War Could Make It India’s World. The invasion of Ukraine, compounding the effects of the pandemic, has contributed to the ascent of a giant that defies easy alignment. It could be the decisive force in a changing global system.",45
6064,"Fresh Off World Cup, FIFA Faces a Legal Challenge From Ukraine. A hearing will be held over a rule that allows overseas players to suspend their contracts with Ukrainian teams during the Russian invasion.",45
6075,The Pentagon says it has helped Ukraine thwart Russian cyberattacks.. Russia has struggled to see military gains from its cyberattacks in the world’s first sustained cyberspace battle between two sophisticated militaries.,45
6228,Did You Miss the DealBook Summit?. Business and policy leaders from around the world joined us at our annual event. Here’s what happened.,45
6263,"Balancing Hope and Despair in Turbulent Times. As long as we do the best we can, and appreciate life’s fullness, we will leave the world a better place for our children.",45
6342,The UK Government’s Ukraine Family Scheme is the first visa scheme in the world to launch since President Putin’s invasion of Ukraine.,45
6369,The Russian invasion of Ukraine is part of a conspiracy by the world's elites.,45
6415,"Russia invaded Ukraine. Kiev, the capital of Ukraine, echoed with explosions. The atmosphere of the third world war is going to be created. NATO allies and Russia have come face to face",45
6476,The calculations show a similar pattern in the dates on which the two World Wars and the Russia-Ukraine war began,45
6696,Did Biden say sending tanks to Ukraine would cause World War 3?,45
6699,"Ukraine is the money laundering and child sex trafficking ""capital of the world""",45
6734,"""World Government"" prepared a ""secret"" pandemic agreement and new epidemics",45
7168,"Bill Gates called the government of Ukraine ""one of the worst in the world""",45
7676,"Due to the alleged aggression in Crimea, Russia was not invited to the anniversary of the beginning of World War II",45
7872,Footage of today's flood in Western Ukraine spread around the world,45
8641,Medicines are made to reduce the world's population,45
8665,Ministries of Health of all countries of the world come under the control of WHO,45
8799,NATO is creating the pretext for World War,45
8918,Not a single German fought in the Red Army in World War II,45
9124,Poles want to return apartments in Lviv “lost during World War II”￼,45
9153,Poroshenko entered the top three corrupt officials in the world,45
9572,"Russia is not an external aggressor, because Ukraine is part of the Russian world",45
9635,Russia's actions did not and cannot affect the food problem in the world,45
9645,"Russia, Sentinel for World Cybersecurity? We Think Not.",45
9796,Russian action in Ukraine to prevent Third World War,45
10067,Technogenic plastic snow fell in different countries of the world,45
10206,The Minister of Defense of Ukraine “declared World War III and urged the West not to be afraid to increase...,45
10373,The Ukrainian Army has a plan to attack to attract the attention of the world community during Russia's presidential election and the World Cup,45
10511,The World Bank will give Ukraine $200 million to close universities,45
10632,"The sale of Ukrainian land is a robbery, the world's largest diamond pipe was found in Ukraine",45
10675,"The world ""turned out to be a hostage"" of Biden's policy and Ukraine's unwillingness to surrender to Russia - Junge Welt",45
10746,"There is not a single infection in the world that has been ""defeated"" or ""taken under...",45
10876,"UNESCO ""caved under Ukraine"", included Odessa in the World Heritage List",45
10985,Uber refuses to transport Ukrainian refugees around the world￼,45
11112,Ukraine has walked the path of fascist Germany to a Third World War,45
11142,"Ukraine is an integral part of the Russian World, only Russia can solve its domestic conflict",45
11998,footage of floods in Western Ukraine spread around the world,45
