,title,cluster
64,"Classified documents from Ukraine “confirm without a shadow of a doubt” that the Ukraine government was “covertly preparing an offensive operation against Donbas, scheduled for March 2022.”",42
2044,"Volodin: if Zelensky lost Donbas yesterday because of his position, today he may lose Ukraine",42
2561,"Putin signed a decree on the payment of 10,000 rubles to veterans of the Great Patriotic War who live in Donbas ""and in the liberated territories of Ukraine""",42
2864,The number of refugees from Ukraine and Donbas who arrived in Russia since February has exceeded 3.2 million - TARS source,42
2989,"One-time aid in the amount of more than 13.5 billion rubles was paid to refugees from Ukraine and Donbas, as well as to the population in the territories affected by hostilities, TARS reported.",42
3002,"The Office of the President of Ukraine decided to intensify the offensive in Donbas and organize a breakthrough in Luhansk, - Ukrainian mass media.",42
3339,Putin stated that Ukraine's compensation for damages caused to Donbas and other new territories of Russia will not be superfluous,42
3340,"The damage caused to Donbas by Ukraine exceeded 1 trillion 321 billion rubles - public movement ""Free Donbas""",42
5346,Russia signals a shift. The military indicated that it would focus its war aims on the Donbas.,42
5650,Has the Russian Offensive Begun?. Ukraine is bracing for a major escalation in the Donbas.,42
6692,"""Needless to say [the tanks in the Donbas] are not from Russia.""",42
6748,12 snipers from Lithuania and Georgia arrived in Donbas,42
6782,50 thousand people would have got killed in Donbas if Russia did not intervene in Ukraine in 2014,42
6807,A Lithuanian NATO instructor raped two girls in Donbas,42
6929,"After trying to incite genocide in Donbas, Ukraine will disappear from the map",42
6978,Americans preparing a revolution in Donbas,42
7007,Anglo-Saxons are pushing Kyiv to full-scale hostilities in Donbas,42
7322,Canadian mercenaries appeared in the Donbas,42
7342,Chemical weapons “provocations” are prepared in Donbas,42
7544,De-escalation mechanism does not work in Donbas due to Ukraine,42
7562,Demonstrators want to continue the war in Donbas,42
7636,Donbas and Syrian conflicts are US-sponsored proxy wars,42
7637,Donbas children not deported to Russia but saved from bombing,42
7641,"Donbas did not attack Ukraine, Ukraine started killing people in Donbas",42
7642,Donbas has never truly belonged to Ukraine,42
7643,Donbas has turned into a NATO training ground,42
7644,Donbas is Russia and it must return to its natural border,42
7645,Donbas is Russian territory as well as Transcarpathia is Hungarian,42
7648,Donbas rebelled because Russians in Ukraine were subjected to ethnocide,42
7649,Donbas soldiers and Russian volunteers are fighting to prevent a genocide of the people of Donbas,42
7652,Donbas will be part of Russia,42
7768,Europe views the children of Donbas as terrorists,42
7789,Events in Crimea and Donbas in 2014 started because Ukraine decided to prohibit the Russian language,42
7897,Former Russian Radio Host Advocates Ethnic Cleansing in Donbas,42
7901,"Former Ukrainian government is responsible for 13,000 deaths in Donbas",42
7965,Germany and France will have to pay compensation to Donbas for eight years of genocide,42
7976,"Germany, France and Ukraine admitted that they need a war in Donbas",42
8039,How Russia Distorted a Ukrainian Drone Strike in Donbas,42
8060,Hysteria around the Russian invasion of Ukraine is a cover for Ukraine’s attack on Donbas,42
8180,"In Ukraine, supporters of Poroshenko rallied against the Donbas ceasefire",42
8191,"In Ukraine, they will take away apartments from those who do not want to fight in the Donbas",42
8238,Integration of Donbas with Rostov Region is historically predetermined,42
8325,"It's DPR, LPR and Russia who are interested in a ceasefire on Donbas, not Ukraine",42
8409,Kurt Volker Acknowledges Ukraine Unable to Reintegrate Crimea and Donbas,42
8421,Kyiv attacked Donbas in 2014,42
8424,Kyiv carrying out a genocidal policy towards the people of Donbas,42
8436,Kyiv has developed a plan for a genocide of the population of Donbas,42
8440,Kyiv has sent living biological weapons to Donbas,42
8441,Kyiv heightens tension in Donbas,42
8447,Kyiv is imposing a siege on Donbas,42
8454,Kyiv is planning to launch an offensive on Donbas,42
