,title,cluster
1010,"Taylor Dudley, 35, A U.S. citizen who had been detained in Russia for nine months, was released on Thursday.",55
2988,Turkish President Erdogan said that he intends to discuss the situation in Ukraine with Putin on Thursday,55
4539,Your Thursday Briefing: Russia Seizes Kherson. A strategically important city falls.,55
4554,Your Thursday Briefing. Russian forces seize Kherson.,55
4825,Your Thursday Briefing. The heavy toll of war on Ukraine.,55
5069,Your Thursday Briefing: Zelensky Speaks to Congress. Plus an offshore earthquake in Japan and mass graves in Syria.,55
5080,Your Thursday Briefing. More U.S. military aid for Ukraine.,55
5268,Your Thursday Briefing: NATO Boosts Its Eastern Presence. Plus Asia’s disappearing Covid rules and the Taliban’s reversal on girls’ schools.,55
5278,Your Thursday Briefing. NATO bolsters its defenses.,55
5428,Your Thursday Briefing. President Biden in Warsaw.,55
5433,"Your Thursday Briefing: Key Meetings for Biden and Putin. Also, another deadly Israeli raid in the West Bank and South Korea’s fight over L.G.B.T.Q. rights.",55
5513,Your Thursday Briefing. The limitations of Russia’s military.,55
5517,"Your Thursday Briefing: 1.5 Million Covid Deaths in China?. Also, Scotland’s leader resigns and Air India orders a record 470 planes.",55
5576,Your Thursday Briefing. The latest from rescue efforts in Turkey and Syria.,55
5646,Your Thursday Briefing. The start of a new Russian offensive.,55
5651,"Your Thursday Briefing: Rising Militancy in Pakistan. Also, Adani Enterprises pulls its offering and soldiers die on both sides in Bakhmut.",55
5721,Your Thursday Briefing. The effects of Britain’s cost-of-living crisis on families.,55
5728,"Your Thursday Briefing: Tanks for Ukraine. Also, China’s natural gas shortage and India’s efforts to quash a Modi documentary.",55
5791,Your Thursday Briefing. A helicopter crash in Ukraine and the resignation of Jacinda Ardern.,55
5798,"Your Thursday Briefing: A Deadly Helicopter Crash in Ukraine. Also, why economists are alarmed about China’s demographic crisis.",55
5866,"Your Thursday Briefing: A Russian Military Shake-Up. Also, Brazil investigates the riots and Australia reacts to Cardinal George Pell’s death.",55
5917,Your Thursday Briefing. The Russian authorities have laid the blame for a deadly Ukrainian strike on their soldiers themselves.,55
5922,"Your Thursday Briefing: Russia Blames its Dead Soldiers. Also, Kim Jong-un presents a possible successor.",55
5980,Your Thursday Briefing. New requirements for passengers coming from China.,55
5982,"Your Thursday Briefing: The U.S. Requires Covid Tests for Travelers From China. Also, Ukraine peace talks seem far-off.",55
6018,"House Clears $1.7 Trillion Spending Package, Averting Shutdown. The bill, which passed the Senate on Thursday, now heads to President Biden’s desk for his signature.",55
6044,Your Thursday Briefing. Volodymyr Zelensky visited President Biden in his first known trip outside Ukraine since Russia invaded.,55
6115,Your Thursday Briefing. Russian trench warfare in Ukraine.,55
6119,Your Thursday Briefing: China’s Snarled Covid Data. Plus France just beat Morocco to advance to the World Cup finals.,55
6182,Your Thursday Briefing. A plot to overthrow the government in Germany.,55
6188,"Your Thursday Briefing: China Eases Covid Restrictions. Also, Peru’s president is ousted and Germany arrests 25 people suspected of plotting a coup.",55
