,title,cluster
1080,"Meta’s independent Oversight Board overturned the social media giant’s decision to remove a Facebook post, likening Russian soldiers to Nazis.",80
3147,"In Ukraine, there is a fusion of nationalists with neo-Nazis, the big problem in this is actually Putin",80
3479,Ukraine has finally turned into a totalitarian state of the Nazis — the Laurels,80
6728,"""They already brought Nazis to us, to the border of...",80
6811,A NATO-Labelled Laptop used by the Neo-Nazis proves that Ukraine was about to invade Donbas and Crimea,80
6907,"After 2014, neo-Nazism became a part of Ukraine's political system",80
6923,"After coup, Kyiv Nazis fight Donbas civilians while Russia is not a warring side",80
7229,Bucha is a bloody provocation by neo-Nazis and Ukraine's counterintelligence,80
7911,France is one of the leaders inciting neo-Nazism in Ukraine,80
8856,Neo-Nazis are increasingly influential in the Ukrainian parliament and government,80
8857,Neo-Nazis are part of political mainstream in Ukraine,80
8858,"Neo-Nazis commit genocide in Ukraine, Russia fights them",80
8895,No links between Donbas militants and neo-Nazis,80
8982,"Only the ruling elite in Ukraine are Nazis, not ordinary Ukrainians",80
9339,Raman Pratasevich fought alongside neo-Nazis in Donbas war,80
9510,Russia fights against Ukrainian neo-Nazis guilty of ethnic cleansing,80
9590,Russia is winning against the Ukrainian Nazis and the West is doomed,80
9897,Russophobia and Nazis are the main reasons for the conflict in Donbas,80
10102,The CIA supported the growth of Neo-Nazism in Ukraine,80
10184,The House of Officers in Vinnytsia was a temporary location for Nazis,80
10225,The Nazis have seized power in Ukraine,80
10260,The Russian forces are saving Ukraine from captivity under neo-nazism and otherwise unavoidable genocide,80
10363,"The US, NATO and Europe transformed the military operation against Nazis into a full-scale war on Russia",80
10437,The West has done everything to make Nazis the masters in Ukraine,80
10486,The West supports neo-Nazis in Ukraine,80
10571,The executions of Poles in Katyn were carried out by the Nazis,80
10623,The real power in Ukraine is in the hands of extremists and neo-Nazis,80
10645,"The tribunal should be for Ukrainian Nazis, not for Russia",80
10670,The white-red-white flag in Belarus is the flag of the Nazis,80
10773,Those filmed in Bucha were killed by Ukrainian Nazis,80
10975,"US, Turkey and a number of NATO member states are preparing the Ukrainian-Nazis for the war in Donbas",80
11202,Ukraine is the world's main hot bed of neo-Nazism,80
11262,Ukraine relies on Nazis in the fight against Russia.,80
11403,Ukrainian Nazis Detained in Voronezh,80
11567,Ukrainians and the West say there are no pagan Nazis in Ukraine despite evidence,80
11569,"Ukrainians are being forced to celebrate Christmas on December 25, just like the Nazis did during the occupation",80
11771,Washington is sick with clientitis: The US is supporting SS Nazis and their allies in Ukraine,80
11832,Western media ignore key role of neo-Nazis in Maidan and war in Eastern Ukraine,80
