,title,cluster
45,CNN tweeted about “brave children” in Ukraine signing up to fight Russia.,66
139,"""An 8-year-old Ukrainian girl confronts a Russian soldier telling him to go back to his country.”",66
204,The media reported on “5 TikTok dances you can do to help Ukraine fight Russia.”,66
627,"Says Mahatma Gandhi once said, ""First they ignore you, then they laugh at you, then they fight you, then you win.""",66
807,Efforts to build Kyiv military capacity are both about the current fight and what comes after,66
841,"“My nervous system is calming down,” said a Ukrainian soldier who lost a leg to shrapnel. “I no longer have nightmares.”",66
902,"“A month ago, I was busy wearing a suit and tie,” says a Ukrainian lawyer turned soldier. “Now I command 140 people.”",66
1115,Americans see Ukraine as succeeding in its fight against the Russian invasion. That might explain the robust public support for Ukraine.,66
1330,"The war crimes trial of Russian soldier Vadim Shishimarin, 21, who pleaded guilty to killing a civilian, is set to resume.",66
1706,Police he and others have showed up at the embassy volunteering to fight in the war against Russia.,66
1882,"The captured Russian soldier told when, where and why he came to Ukraine",66
2871,"NATO will gladly fight against Russia on the territory of Ukraine ""to the last Ukrainian"" - Kiriyenko",66
2976,Bashkirs are going to fight in Ukraine to the sound of the accordion,66
3034,"Zelensky addressed the Russians: ""There is no need to fight for Ukraine, we are fighting for ourselves. Fight for your body, for your freedom, for your rights and for your soul.""",66
4401,"Once Sleepy and Picturesque, Ukrainian Villages Mobilize for War. While Russian assaults on Ukrainian cities have drawn most of the attention in the war’s early days, civilians in country towns have joined the fight, putting aside the routines of daily village life.",66
4407,"‘I’m a Soldier Now.’ Even in Untouched Villages, Ukrainians Prepare to Fight. In cities and towns in Central Ukraine that have not yet heard the boom of Russian artillery fire, residents spent the weekend preparing furiously for the possibly of an attack.",66
4447,Ukraine Gets $22 Million in Crypto Donations to Fight Invasion. Cryptocurrency has provided a way for investors to quickly move funds to Ukrainian fighters.,66
4652,"‘I Just Can’t Stand By’: American Veterans Join the Fight in Ukraine. All across the country, small groups of military veterans are hungry for what they see as a righteous fight to defend freedom against an autocratic aggressor.",66
4897,"At Indian Wells, Ukrainian Tennis Stars Take Their Fight to the Court. Playing through fear of the war, Marta Kostyuk said that she must show “what it’s like having a Ukrainian heart” and that it “hurts” to see Russian players at the tournament.",66
5298,"Belarusian Exiles in Ukraine Join the Fight Against a Common Foe: Russia. Eager, but ill equipped, some of Belarus’s exiles have formed a battalion in their host country, saying its fight against Vladimir Putin’s domination is the same as their homeland’s.",66
5463,"A Ukrainian Racer’s Olympic Fight Brings Pride but Also Guilt. Vladyslav Heraskevych, the Ukrainian skeleton racer whose simple antiwar plea went viral at the Beijing Olympics, has tried to figure out how he can best serve his country. It hasn’t been easy.",66
6230,"Ukrainian Women Fight for Their Own Liberation. “We need to defend our children,” a female soldier said. “If not us, who?”",66
6333,"Ukrainian soldier kissing his ""unborn child goodbye"" as he prepared to fight for his country after Russian invasion.",66
6334,Ukrainian soldier breaking down after Russian invasion,66
6466,Video of a Ukrainian girl standing up to a Russian soldier,66
6487,The video of the courage of the soldier who saved the life of the little girl is during the Russia-Ukraine Conflict.,66
6514,Volodymyr Zelenskyy asked children from US to fight war for Ukraine against Russia.,66
6579,The images were taken recently in Mariupol during the Russian war on Ukraine and show a soldier removing the Ukrainian flag from a flagpole and raising the Soviet Union flag.,66
6591,The US will recruit women to take them to fight in the war in Ukraine,66
6647,"In the Russia-Ukraine war, the Ukrainian soldier saved the girl's life",66
6648,Ukrainian soldier saves girl's life in Russia-Ukraine war,66
6684,Ukrainian soldiers crucify a Russian soldier alive and set him on fire during the current war,66
6706,"""A concentration camp for those who do not want to fight Russia"" was organized near Odessa",66
6762,20 thousand Polish soldiers fight in Ukraine – 2500 have been killed already,66
7133,"Belarusian pilots cannot fight against Ukraine - after all, they ""died a long time ago""",66
7189,Bolsonaro Did Not Do “The Right Thing” to Fight COVID in Brazil,66
7796,Every third soldier under the Ukrainian banner is a NATO member state citizen,66
8183,"In Ukraine, the fight against single mothers began",66
8328,Italian court released Ukrainian soldier Markiv because of the UK interference,66
9015,Partners practically confronted Ukraine with a fact - they must fight,66
10337,The US is recruiting ISIS terrorists to fight in Ukraine,66
10837,Two battalions of Poles arrived in Ukraine to fight in the east,66
10950,US plans to fight Russia to the last Ukrainian,66
11102,Ukraine has no chance of survival if it tries to fight Russia,66
11415,Ukrainian Soldier Willingly Joined Separatists,66
11464,Ukrainian ex-soldier drove into the crowd of protesters in the US,66
11536,Ukrainian soldier stabbed his wife and children over a trampoline painted in the colors of the Russian flag,66
12045,“Swastika” was carved on the back of a Ukrainian soldier,66
